ALCOHOL,NNP,False
ALII,NNP,False
ALQ-135,NN,False
ALQ-178,NNP,False
AM,NNP,False
AMERICAN,NNP,False
AMI,NNP,False
AMR,NNP,False
AMRO,NNP,False
AMT,NNP,False
ANB,NNP,False
ANC,NNP,False
ANGELES,NNP,ANGELE
ANNUITIES,NNS,ANNUITY
ANSA,NNP,False
AON,NNP,False
AP,NNP,False
AP-Dow,NNP,False
AP600,NN,False
APARTHEID,NNP,False
APPLE,NNP,False
ARA,NNP,False
ARCO,NNP,False
AREA,NN,False
ARTICLE,NN,False
ARTY,NNP,False
AS,NNP,A
ASA,NNP,False
ASCAP,NNP,False
ASEAN,NNP,False
ASLACTON,NNP,False
ASSETS,NNPS,ASSET
ASSOCIATES,NNPS,ASSOCIATE
ASSOCIATION,NNP,False
AST,NNP,False
AT,NNP,False
AT&T,NNP,False
ATHLONE,NNP,False
ATS\/2,NNP,False
AUDITS,NNS,AUDIT
AUS,NNP,AU
AUSTIN,NNP,False
AUTO,NNP,False
AVON,NNP,False
AYER,NNP,False
AZT,NNP,False
A\/S,NNP,A\/
Aalseth,NNP,False
Aaron,NNP,False
Ababa,NNP,False
Abalkin,NNP,False
Abbe,NNP,False
Abbey,NNP,False
Abbie,NNP,False
Abbot,NNP,False
Abbott,NNP,False
Abby,NNP,False
Aberdeen,NNP,False
Abitibi-Price,NNP,False
Aboff,NNP,False
Abortion,NNP,False
Abortion-rights,NNS,Abortion-right
Abraham,NNP,False
Abrams,NNP,Abram
Abramson,NNP,False
Abu,NNP,False
Academic,NNP,False
Academy,NNP,False
Acadia,NNP,False
Acapulco,NNP,False
Acceptance,NNP,False
Accessories,NNS,Accessory
Accident,NNP,False
Acclaim,NNP,False
Accord,NNP,False
Accords,NNPS,Accord
Account,NNP,False
Accounting,NNP,False
Accounts,NNPS,Account
Accumulation,NNP,False
Accused,NNP,False
Achenbaum,NNP,False
Achievement,NNP,False
Ackerman,NNP,False
Acorn,NNP,False
Acquisition,NNP,False
Acrylic,NNP,False
Act,NNP,False
Acting,NN,False
Action,NNP,False
Activity,NN,False
Acton,NNP,False
Acura,NNP,False
Acuvue,NNP,False
Ad,NN,False
Adam,NNP,False
Adamec,NNP,False
Adams,NNP,Adam
Adamski,NNP,False
Added,NNP,False
Addington,NNP,False
Addis,NNP,Addi
Addison,NNP,False
Addiss,NNP,Addis
Aden,NNP,False
Adia,NNP,False
Adjournment,NN,False
Adjusters,NNS,Adjuster
Adjustment,NNP,False
Adlai,NNP,False
Adler,NNP,False
Adley,NNP,False
Adm.,NNP,False
Administration,NNP,False
Administrator,NNP,False
Administrators,NNPS,Administrator
Adobe,NNP,False
Adolph,NNP,False
Ads,NNS,Ad
Adsi,NNP,False
Adults,NNS,Adult
Advance,NNP,False
Advanced,NNP,False
Advancement,NNP,False
Advancers,NNS,Advancer
Advent,NNP,False
Advertiser,NNP,False
Advertisers,NNS,Advertiser
Advertising,NNP,False
Advice,NNP,False
Adviser,NNP,False
Advisers,NNPS,Adviser
Advisor,NNP,False
Advisors,NNP,Advisor
Advisory,NNP,False
Advocates,NNS,Advocate
Aegis,NNP,Aegi
Aegon,NNP,False
Aeroflot,NNP,False
Aerojet,NNP,False
Aeronautical,NNP,False
Aeronautics,NNP,Aeronautic
Aeroquip,NNP,False
Aerospace,NNP,False
Aetna,NNP,False
Affair,NNP,False
Affairs,NNP,Affair
Affiliates,NNP,Affiliate
Afghan,NNP,False
Afghanistan,NNP,False
Afif,NNP,False
Aflatoxin,NN,False
Afnasjev,NNP,False
Africa,NNP,False
Africaine,NNP,False
African-Americans,NNPS,African-American
Africans,NNPS,African
Afrikanerdom,NNP,False
Afrikaners,NNPS,Afrikaner
Aftereffects,NNS,Aftereffect
Aftershocks,NNS,Aftershock
Aga,NNP,False
Age,NNP,False
Agencies,NNPS,Agency
Agency,NNP,False
Agenda,NNP,Agendum
Agent,NNP,False
Agents,NNPS,Agent
Ages,NNPS,Age
Aggie,NNP,False
Agin,NNP,False
Agitato,NNP,False
Agnelli,NNP,False
Agnellis,NNPS,Agnelli
Agnew,NNP,False
Agnos,NNP,Agno
Agoglia,NNP,False
Agoura,NNP,False
Agreement,NNP,False
Agricola,NNP,False
Agricole,NNP,False
Agricultural,NNP,False
Agriculture,NNP,False
Agro,NNP,False
Aguirre-Sacasa,NNP,False
Ahlerich,NNP,False
Ahmad,NNP,False
Ahmanson,NNP,False
Aichi,NNP,False
Aid,NNP,False
Aidan,NNP,False
Aiken,NNP,False
Aikman,NNP,False
Ailes,NNP,Aile
Aim,NNP,False
Air,NNP,False
Air-freight,NN,False
Air-traffic,NN,False
Airborne,NNP,False
Airbus,NNP,Airbu
Aircraft,NNP,Aircraft
Airline,NNP,False
Airlines,NNPS,Airline
Airplanes,NNPS,Airplane
Airport,NNP,False
Airways,NNPS,Airway
Ait-Laoussine,NNP,False
Aitken,NNP,False
Aiwa,NNP,False
Ajinomoto,NNP,False
Ake,NNP,False
Akerfeldt,NNP,False
Akio,NNP,False
Akron,NNP,False
Aktiebolaget,NNP,False
Akzo,NNP,False
Al,NNP,False
Al-Chalabi,NNP,False
Al-Sabah,NNP,False
Ala,NNP,False
Ala.,NNP,False
Alabama,NNP,False
Aladdin,NNP,False
Alagoas,NNP,Alagoa
Alameda,NNP,False
Alamo,NNP,False
Alamos,NNP,Alamo
Alan,NNP,False
Alar,NNP,False
Alarcon,NNP,False
Alaska,NNP,False
Albanese,NNP,Albanese
Albanians,NNS,Albanian
Albany,NNP,False
Alberg,NNP,False
Albert,NNP,False
Alberta,NNP,False
Alberto,NNP,False
Albertville,NNP,False
Albion,NNP,False
Albuquerque,NNP,False
Alcan,NNP,False
Alcarria,NNP,False
Alcatel,NNP,False
Alcatraz,NNP,False
Alcee,NNP,False
Alcohol,NN,False
Alderson,NNP,False
Aldrich,NNP,False
Aldus,NNP,Aldu
Alec,NNP,False
Alert,NNP,False
Alex,NNP,False
Alexander,NNP,False
Alexandra,NNP,False
Alexandria,NNP,False
Alfonse,NNP,False
Alfred,NNP,False
Alfredo,NNP,False
Alger,NNP,False
Algeria,NNP,False
Algerian,NNP,False
Algiers,NNP,Algier
Algonquin,NNP,False
Ali,NNP,False
Alice,NNP,Alouse
Alida,NNP,False
Alisarda,NNP,False
Alisky,NNP,False
Alistair,NNP,False
Alito,NNP,False
Aljian,NNP,False
Allan,NNP,False
Allegany,NNP,False
Alleghany,NNP,False
Allegheny,NNP,False
Allegro,NNP,False
Allen,NNP,False
Allendale,NNP,False
Allenport,NNP,False
Allentown,NNP,False
Allergan,NNP,False
Alley,NNP,False
Alliance,NNP,False
Allianz,NNP,False
Allied,NNP,False
Allied-Lyons,NNP,Allied-Lyon
Allied-Signal,NNP,False
Allies,NNS,Allie
Alligood,NNP,False
Allstate,NNP,False
Alltel,NNP,False
Allumettes,NNP,Allumette
Almanac,NNP,False
Aloe,NNP,False
Aloha,NNP,False
Alonso,NNP,False
Alper,NNP,False
Alpha,NNP,False
Alphonsus,NNP,Alphonsu
Alps,NNP,Alp
Alson,NNP,False
Alsthom,NNP,False
Alstyne,NNP,False
Altair,NNP,False
Alternative,NNP,False
Alternatives,NNP,Alternative
Althea,NNP,False
Altimari,NNP,False
Altman,NNP,False
Alto,NNP,False
Alton,NNP,False
Altos,NNP,Alto
Aluminium,NNP,False
Aluminum,NNP,False
Alun-Jones,NNP,Alun-Jone
Alurralde,NNP,False
Alusuisse,NNP,False
Alvin,NNP,False
Alyce,NNP,False
Alysia,NNP,False
Alzheimer,NNP,False
AmBase,NNP,False
Amadou-Mahtar,NNP,False
Amarillo,NNP,False
Amaury,NNP,False
Amax,NNP,False
Amazon,NNP,False
Ambassador,NNP,False
Amber,NNP,False
Ambrosiano,NNP,False
Amcap,NNP,False
Amdahl,NNP,False
Amdec,NNP,False
Amdura,NNP,False
Amendment,NNP,False
Amenities,NNS,Amenity
Amerada,NNP,False
America,NNP,False
American,NNP,False
Americana,NNS,False
Americans,NNPS,American
Americas,NNPS,America
Ameritas,NNP,Amerita
Ameritech,NNP,False
Amerman,NNP,False
Ameron,NNP,False
Ames,NNP,Ame
Amex,NNP,False
Amfac,NNP,False
Amgen,NNP,False
Amhowitz,NNP,False
Amicable,NNP,False
Amiga,NNP,False
Amin,NNP,False
Amira,NNP,False
Amitai,NNP,False
Amityville,NNP,False
Amityvilles,NNPS,Amityville
Ammann,NNP,False
Ammonium,NN,False
Amoco,NNP,False
Amon,NNP,False
Amparano,NNP,False
Amram,NNP,False
Amschel,NNP,False
Amstel,NNP,False
Amsterdam,NNP,False
Amsterdam-Rotterdam,NNP,False
Amtech,NNP,False
Amtrak,NNP,False
Amtran,NNP,False
Amway,NNP,False
Amy,NNP,False
Ana,NNP,False
Anac,NNP,False
Anacomp,NNP,False
Anadarko,NNP,False
Anaheim,NNP,False
Anaheim-Santa,NNP,False
Analog,NNP,False
Analysis,NN,Analysi
Analyst,NN,False
Analysts,NNS,Analyst
Analytic,NNP,False
Analytical,NNP,False
Anatol,NNP,False
Anchor,NNP,False
Anchorage,NNP,False
Ancient,NNP,False
Andersen,NNP,False
Anderson,NNP,False
Andersson,NNP,False
Andover,NNP,False
Andre,NNP,False
Andrea,NNP,False
Andreas,NNP,Andrea
Andreassen,NNP,False
Andreotti,NNP,False
Andrew,NNP,False
Andrews,NNP,Andrew
Andrzej,NNP,False
Andy,NNP,False
Angel,NNP,False
Angel\/EMI,NNP,False
Angeles,NNP,Angele
Angell,NNP,False
Angelo,NNP,False
Angels,NNPS,Angel
Angier,NNP,False
Anglia,NNP,False
Anglo,NNP,False
Anglo-American,NNP,False
Anglo-Dutch,NNP,False
Angola,NNP,False
Angrist,NNP,False
Angry,NNP,False
Anheuser,NNP,False
Anheuser-Busch,NNP,False
Animal,NNP,False
Animals,NNPS,Animal
Aniskovich,NNP,False
Anita,NNP,False
Ankara,NNP,False
Anku,NNP,False
Ann,NNP,False
Anna,NNP,False
Annalee,NNP,False
Annapolis,NNP,Annapoli
Annaud,NNP,False
Anne,NNP,False
Anne-Marie,NNP,False
Anniston,NNP,False
Anniversary,NN,False
Announcement,NN,False
Annuities,NNS,Annuity
Annuity,NNP,False
Ansco,NNP,False
Answers,NNS,Answer
Antar,NNP,False
Antarctica,NNP,False
Anterior,NNP,False
Anthong,NNP,False
Anthony,NNP,False
Anthropology,NNP,False
Anti-Ballistic,NNP,False
Anti-Christ,NNP,False
Anti-Deficiency,NNP,False
Antilles,NNPS,Antille
Antinori,NNP,False
Antique,NNP,False
Antitrust,NNP,False
Antolini,NNP,False
Anton,NNP,False
Antoni,NNP,False
Antonini,NNP,False
Antonio,NNP,False
Antonovich,NNP,False
Antwerpsche,NNP,False
Anxiety,NN,False
Anybody,NN,False
Anyone,NN,False
Anything,NN,False
Aoki,NNP,False
Aoun,NNP,False
Aoyama,NNP,False
Apicella,NNP,False
Apogee,NNP,False
Apollo,NNP,False
Appalachia,NNP,False
Appalachian,NNP,False
Apparel,NN,False
Appeals,NNPS,Appeal
Appel,NNP,False
Appelbaum,NNP,False
Appell,NNP,False
Appellate,NNP,False
Appert,NNP,False
Applause,NN,False
Apple,NNP,False
Applebaum,NNP,False
Appleseed,NNP,False
Appleseeds,NNPS,Appleseed
Appleyard,NNP,False
Applications,NNS,Application
Applied,NNP,False
Appropriations,NNP,Appropriation
April,NNP,False
Aptitude,NNP,False
Aqua,NNP,False
Aquino,NNP,False
Aquitaine,NNP,False
Ara,NNP,False
Arab,NNP,False
Arabia,NNP,False
Arabian,NNP,False
Arabic,NNP,False
Arabs,NNPS,Arab
Arafat,NNP,False
Arai,NNP,False
Aransas,NNP,Aransa
Araskog,NNP,False
Arbel,NNP,False
Arbitrage,NN,False
Arbitragers,NNS,Arbitrager
Arbor,NNP,False
Arboretum,NNP,False
Arby,NNP,False
Arc,NNP,False
Arcata,NNP,False
Arch,NNP,False
Archer,NNP,False
Archer-Daniels-Midland,NNP,False
Archibald,NNP,False
Archipelago,NNP,False
Architects,NNPS,Architect
Architecture,NNP,False
Archive,NNP,False
Archives,NNPS,Archive
Archuleta,NNP,False
Arco,NNP,False
Arctic,NNP,False
Arden,NNP,False
Ardmore,NNP,False
Area,NNP,False
Areas,NNS,Area
Arens,NNP,Aren
Arfeen,NNP,False
Argentina,NNP,False
ArgoSystems,NNPS,ArgoSystem
Argonne,NNP,False
Argus,NNP,Argu
Ariail,NNP,False
Ariane,NNP,False
Arias,NNP,Aria
Ariel,NNP,False
Arighi,NNP,False
Ariz,NNP,False
Ariz.,NNP,False
Arizona,NNP,False
Ark,NNP,False
Ark.,NNP,False
Arkansas,NNP,Arkansa
Arkoma,NNP,False
Arlen,NNP,False
Arlington,NNP,False
Arm,NN,False
Armco,NNP,False
Armed,NNP,False
Armen,NNP,Arman
Armenia,NNP,False
Armenians,NNPS,Armenian
Armonk,NNP,False
Armored,NNP,False
Arms,NNS,Arm
Armstrong,NNP,False
Army,NNP,False
Arnold,NNP,False
Aromatiques,NNP,Aromatique
Aronson,NNP,False
Arps,NNP,Arp
Arraignments,NNS,Arraignment
Arrest,NN,False
Arrington,NNP,False
Arrow,NNP,False
Arroyo,NNP,False
Arseneault,NNP,False
Art,NNP,False
Arteries,NN,Artery
Arthritis,NNP,Arthriti
Arthur,NNP,False
Article,NNP,False
Articles,NNPS,Article
Artist,NNP,False
Artists,NNP,Artist
Artois,NNP,Artois
Arts,NNS,Art
Artzt,NNP,False
Aruba,NNP,False
Arvind,NNP,False
Asada,NNP,False
Asahi,NNP,False
Asarco,NNP,False
Asbestos,NN,Asbesto
Asbury,NNP,False
Ascii,NNP,False
Asea,NNP,False
Asensio,NNP,False
Ash,NNP,False
Asher,NNP,False
Asher\/Gould,NNP,False
Asheville,NNP,False
Ashland,NNP,False
Ashtabula,NN,False
Ashton-Tate,NNP,False
Ashurst,NNP,False
Asia,NNP,False
Asia-Pacific,NNP,False
Asians,NNPS,Asian
Asil,NNP,False
Asilone,NNP,False
Aska,NNP,False
Aslacton,NNP,False
Aslanian,NNP,False
Asman,NNP,False
Asmara,NNP,False
Aspin,NNP,False
Asquith,NNP,False
Assab,NNP,False
Assad,NNP,False
Assembly,NNP,False
Assemblyman,NNP,False
Assessment,NNP,False
Asset,NNP,False
Asset-Backed,NNP,False
Assets,NNS,Asset
Assicurazioni,NNP,False
Assistant,NNP,False
Associated,NNP,False
Associates,NNPS,Associate
Association,NNP,False
Association-College,NNP,False
Assurance,NNP,False
Assurances,NNP,Assurance
Astor,NNP,False
Astoria,NNP,False
Atchinson,NNP,False
Ateliers,NNP,Atelier
Athena,NNP,False
Athens,NNP,Athen
Athletics,NNP,Athletic
Atkins,NNP,Atkin
Atkinson,NNP,False
Atlanta,NNP,False
Atlantans,NNPS,Atlantan
Atlantic,NNP,False
Atlantis,NNP,Atlanti
Atlas,NNP,Atla
Atrium,NNP,False
Atsushi,NNP,False
Attacks,NNS,Attack
Attendants,NNPS,Attendant
Attitudes,NNS,Attitude
Attorney,NNP,False
Attorneys,NNS,Attorney
Attwood,NNP,False
Atwood,NNP,False
AuCoin,NNP,False
Auctions,NNS,Auction
Audi,NNP,False
Audiovisual,NNP,False
Audit,NNP,False
Auditors,NNS,Auditor
Audrey,NNP,False
Aug.,NNP,False
August,NNP,False
Augusta,NNP,False
Augustines,NNPS,Augustine
Aunt,NNP,False
Aurora,NNP,False
Aussedat,NNP,False
Austin,NNP,False
Australia,NNP,False
Australians,NNPS,Australian
Austria,NNP,False
Author,NN,False
Authorities,NNS,Authority
Authority,NNP,False
Auto,NN,False
Autodesk,NNP,False
Automated,NNP,False
Automatic,NNP,False
Automax,NNP,False
Automobile,NNP,False
Automobiles,NNS,Automobile
Automotive,NNP,False
Autozam,NNP,False
Autry,NNP,False
Auvil,NNP,False
Avalon,NNP,False
Avdel,NNP,False
Avedisian,NNP,False
Avena,NNP,False
Avenue,NNP,False
Average,NNP,False
Avery,NNP,False
Avi,NNP,False
Aviacion,NNP,False
Avianca,NNP,False
Aviation,NNP,False
Avions,NNP,Avion
Avis,NNP,Avi
Aviv,NNP,False
Avmark,NNP,False
Avner,NNP,False
Avoidance,NNP,False
Avon,NNP,False
Avondale,NNP,False
Avrett,NNP,False
Axa,NNP,False
Axa-Midi,NNP,False
Axe,NNP,False
Ayer,NNP,False
Ayers,NNP,Ayer
Azem,NNP,False
Azerbaijan,NNP,False
Azioni,NNP,False
Aziza,NNP,False
Azoff,NNP,False
Aztar,NNP,False
Azucena,NNP,False
B,NNP,False
B'Gosh,NNP,False
B-1B,NN,False
B-2,NN,False
B-2s,NNS,B-2
B-flat,NN,False
B.,NNP,False
B.A.T,NNP,False
B.F.,NNP,False
B.J.,NNP,False
B.V.,NNP,False
B2,NN,False
BAKER,NNP,False
BALANCES,NNS,BALANCE
BALLOT,NN,False
BALLOTS,NNS,BALLOT
BANCORP,NNP,False
BANK,NNP,False
BANKERS,NNS,BANKER
BART,NNP,False
BASF,NNP,False
BAY,NNP,False
BBB,NNP,False
BBDO,NNP,False
BBN,NNP,False
BCE,NNP,False
BCI,NNP,False
BDO,NNP,False
BEAT,NN,False
BEER,NN,False
BELL,NNP,False
BID,NNP,False
BIG,NNP,False
BILLS,NNS,BILL
BIP,NNP,False
BIRDS,NNS,BIRD
BK,NNP,False
BLOCK,NNP,False
BLOCKBUSTER,NNP,False
BLOOD,NN,False
BMP,NN,False
BMP-1,NN,False
BMW,NNP,False
BMWs,NNS,BMW
BNL,NNP,False
BOARD,NNP,False
BOARD'S,NNP,BOARD'
BOND,NN,False
BONDS,NNS,BOND
BOZELL,NNP,False
BP,NNP,False
BPC,NNP,False
BPCA,NNP,False
BRACED,NNP,False
BRAMALEA,NNP,False
BRANDS,NNPS,BRAND
BRIEFS,NNS,BRIEF
BRISTOL-MYERS,NNP,BRISTOL-MYER
BROKERAGE,NN,False
BROWN-FORMAN,NNP,False
BSB,NNP,False
BSN,NNP,False
BT,NNP,False
BTR,NNP,False
BUELL,NNP,False
BUNDY'S,NNP,BUNDY'
BURBANK,NNP,False
BURNHAM,NNP,False
BUSH,NNP,False
Babcock,NNP,False
Babe,NNP,False
Babel,NNP,False
Babelists,NNS,Babelist
Babies,NNS,Baby
Baby,NNP,False
Bacarella,NNP,False
Bach,NNP,False
Bache,NNP,False
Bachman,NNP,False
Bachmann,NNP,False
Bachtold,NNP,False
Bacillus,NN,Bacillu
Backe,NNP,False
Backed,NNP,False
Backer,NNP,False
Backlog,NN,False
Backseat,NN,False
Bacon,NNP,False
Baden-Wuerttemberg,NNP,False
Baden-Wuerttemburg,NNP,False
Baer,NNP,False
Bahamas,NNPS,Bahama
Bailard,NNP,False
Bailey,NNP,False
Bailiffs,NNS,Bailiff
Bailit,NNP,False
Baily,NNP,False
Baim,NNP,False
Bain,NNP,False
Bainbridge,NNP,False
Baird,NNP,False
Baja,NNP,False
Baker,NNP,False
Bakersfield,NNP,False
Bakes,NNP,Bake
Baking,NNP,False
Bakker,NNP,False
Balag,NNP,False
Baldwin,NNP,False
Balfour,NNP,False
Bali,NNP,False
Ball,NNP,False
Balladur,NNP,False
Ballantine\/Del,NNP,False
Ballard,NNP,False
Ballhaus,NNP,Ballhau
Balloon,NN,False
Ballooning,NN,False
Ballot,NN,False
Ballwin,NNP,False
Bally,NNP,False
Baltimore,NNP,False
Baltimore-Washington,NNP,False
Balzac,NNP,False
BanPonce,NNP,False
Banana,NNP,False
Banc,NNP,False
Banca,NNP,False
Banco,NNP,False
Bancorp,NNP,False
Bancorp.,NNP,False
Bancroft,NNP,False
Bancshares,NNP,Bancshare
Band,NNP,False
Bandler,NNP,False
Banerian,NNP,False
Bang,NNP,False
Bangkok,NNP,False
Bank,NNP,False
BankAmerica,NNP,False
BankWatch,NNP,False
Bankcard,NNP,False
Banker,NNP,False
Bankers,NNPS,Banker
Bankhaus,NNP,Bankhau
Banking,NNP,False
Bankruptcy,NNP,False
Banks,NNS,Bank
Bankshares,NNPS,Bankshare
Banque,NNP,False
Banxquote,NNP,False
Bapilly,NNP,False
Bar,NNP,False
Barabba,NNP,False
Barabolak,NNP,False
Barasch,NNP,False
Barba,NNP,False
Barbados,NNP,Barbado
Barbara,NNP,False
Barbaresco,NNP,False
Barber,NNP,False
Barbera,NNP,False
Barbie,NNP,False
Barbra,NNP,False
Barcalounger,NNP,False
Barcelona,NNP,False
Barclay,NNP,False
Barclays,NNP,Barclay
Barco,NNP,False
Bard,NNP,False
Bard\/EMS,NNP,Bard\/EM
Bare-Faced,NNP,False
Barell,NNP,False
Barfield,NNP,False
Bargain,NN,False
Barge,NN,False
Baring,NNP,False
Barings,NNPS,Baring
Baris,NNP,Bari
Barksdale,NNP,False
Barlow,NNP,False
Barn,NNP,False
Barnard,NNP,False
Barnes,NNP,Barne
Barnett,NNP,False
Barney,NNP,False
Barneys,NNP,Barney
Barnhardt,NNP,False
Barnum,NNP,False
Baron,NNP,False
Barr,NNP,False
Barre,NNP,False
Barrels,NNS,Barrel
Barrett,NNP,False
Barrick,NNP,False
Barrier,NNP,False
Barris,NNP,Barri
Barron,NNP,False
Barrow,NNP,False
Barry,NNP,False
Bart,NNP,False
Barth,NNP,False
Bartholow,NNP,False
Bartlesville,NNP,False
Bartlett,NNP,False
Barton,NNP,False
Base,NNP,False
Baseball,NN,False
Basel,NNP,False
Basf,NNP,False
Basham,NNP,False
Basil,NNP,False
Basin,NNP,False
Basinger,NNP,False
Basir,NNP,False
Basket,NNP,False
Basketball,NN,False
Baskets,NNS,Basket
Bass,NNP,Bas
Bataan,NNP,False
Batangas,NNP,Batanga
Batch,NN,False
Batchelder,NNP,False
Bateman,NNP,False
Bates,NNP,Bate
Batibot,NNP,False
Batman,NNP,False
Baton,NNP,False
Batten,NNP,False
Battery,NNP,False
Battle,NNP,False
Bauer,NNP,False
Bauernfeind,NNP,False
Baulieu,NNP,False
Baum,NNP,False
Bauman,NNP,False
Bausch,NNP,False
Bauser,NNP,False
Bavaria,NNP,False
Baxter,NNP,False
Bay,NNP,False
Bayer,NNP,False
Bayerische,NNP,False
Bayonne,NNP,False
Beach,NNP,False
Beacon,NNP,False
Beairsto,NNP,False
Beal,NNP,False
Beale,NNP,False
Beall,NNP,False
Beam,NNP,False
Beame,NNP,False
Bean,NNP,False
Bear,NNP,False
Bears,NNPS,Bear
Bears-Cleveland,NNP,False
Beat,NN,False
Beatles,NNP,Beatle
Beatrice,NNP,False
Beatty,NNP,False
Beau,NNP,False
Beaubien,NNP,False
Beaumont,NNP,False
Beauregard,NNP,False
Beauty,NN,False
Beaux,NNP,False
Beaver,NNP,False
Beaverton,NNP,False
Bebear,NNP,False
Bebop,NNP,False
Becca,NNP,False
Bechtel,NNP,False
Becker,NNP,False
Beckman,NNP,False
Beckwith,NNP,False
Becton,NNP,False
Beddall,NNP,False
Bedford,NNP,False
Beech,NNP,False
Beech-Nut,NNP,False
Beecham,NNP,False
Beef,NN,False
Beefeater,NNP,False
Beer,NNP,False
Beermann,NNP,False
Beers,NNP,Beer
Beethoven,NNP,False
Beghin,NNP,False
Beghin-Say,NNP,False
Behringwerke,NNP,False
Beige,NNP,False
Beigel,NNP,False
Beijing,NNP,False
Beirut,NNP,False
Beise,NNP,False
Bekaa,NNP,False
Bel,NNP,False
Belding,NNP,False
Belfast,NNP,False
Belgique,NNP,False
Belgium,NNP,False
Belier,NNP,False
Belin,NNP,False
Bell,NNP,False
BellSouth,NNP,False
Bellas,NNP,Bella
Belli,NNP,False
Bello,NNP,False
Bellows,NNP,Bellow
Bells,NNPS,Bell
Belmont,NNP,False
Belo,NNP,False
Belt,NNP,False
Belth,NNP,False
Beltway,NNP,False
Beltway-itis,NN,Beltway-iti
Belz,NNP,False
Belzberg,NNP,False
Belzbergs,NNPS,Belzberg
Ben,NNP,False
Benackova,NNP,Benackovum
Benazir,NNP,False
Benda,NNP,False
Bendectin,NNP,False
Bendix\/King,NNP,False
Benedek,NNP,False
Beneficial,NNP,False
Beneficiaries,NNS,Beneficiary
Benefit,NNP,False
Benelux,NNP,False
Beng,NNP,False
Benjamin,NNP,False
Bennett,NNP,False
Bennigsen-Foerder,NNP,False
Benninger,NNP,False
Benny,NNP,False
Bens,NNP,Ben
Benson,NNP,False
Bensonhurst,NNP,False
Bent,NNP,False
Benton,NNP,False
Bentsen,NNP,False
Benz,NNP,False
Berbera,NNP,False
Berets,NNPS,Beret
Beretta,NNP,False
Bergen,NNP,False
Berger,NNP,False
Bergsma,NNP,False
Berkeley,NNP,False
Berkshire,NNP,False
Berlin,NNP,False
Berliner,NNP,False
Berman,NNP,False
Bermuda,NNP,False
Bern,NNP,False
Bernard,NNP,False
Berner,NNP,False
Bernie,NNP,False
Bernstein,NNP,False
Bernstein-Macaulay,NNP,False
Berra,NNP,False
Berri,NNP,False
Berrigan,NNP,False
Berry,NNP,False
Berson,NNP,False
Bert,NNP,False
Berthold,NNP,False
Bertie,NNP,False
Bertin,NNP,False
Bertolotti,NNP,False
Bertolt,NNP,False
Bertram,NNP,False
Bertrand,NNP,False
Bessemer,NNP,False
Beta,NN,False
BetaWest,NNP,False
Beth,NNP,False
BethForge,NNP,False
Bethesda,NNP,False
Bethle,NN,False
Bethlehem,NNP,False
Bets,NNS,Bet
Betsy,NNP,False
Bette,NNP,False
Bettencourt,NNP,False
Better,NNP,False
Betting,NNP,False
Bettner,NNP,False
Betty,NNP,False
